Costa Rica,CRI,"International tourism, number of arrivals",ST.INT.ARVL,924000.0,940000.0,1013000.0,1167000.0,1267000.0,1278000.0,1320000.0,1335000.0,1514000.0,1771000.0,1959000.0,2071000.0,2302000.0,2409000.0,2309000.0,2495000.0,2526000.0,2542000.0,2641000.0,2760000.0,2899000.0,3204000.0,3231000.0,3313000.0,3366000.0,1146500.0
Caribbean small states,CSS,"International tourism, number of arrivals",ST.INT.ARVL,8608436.645,9027600.363,9357302.28,9482950.877,9901109.406,11115377.44,10923386.39,11075114.14,12223187.43,13943780.1,13151761.26,13524000.0,13774000.0,13494000.0,14132000.0,14853000.0,15421000.0,15540000.0,15674000.0,16644000.0,17200000.0,17638000.0,18488000.0,19669834.92,19819087.26,
Cuba,CUB,"International tourism, number of arrivals",ST.INT.ARVL,745000.0,1004000.0,1170000.0,1416000.0,1603000.0,1774000.0,1775000.0,1686000.0,1906000.0,2049000.0,2319000.0,2221000.0,2152000.0,2348000.0,2430000.0,2532000.0,2716000.0,2847000.0,2862000.0,3014000.0,3540000.0,4009000.0,4654000.0,4712000.0,4276000.0,1086000.0
Curacao,CUW,"International tourism, number of arrivals",ST.INT.ARVL,396000.0,387000.0,422000.0,437000.0,433000.0,514000.0,519000.0,545000.0,508000.0,452000.0,510000.0,572000.0,664000.0,773000.0,808000.0,762000.0,837000.0,908000.0,1071000.0,1129000.0,1072000.0,944000.0,1058000.0,1210000.0,1293000.0,
Cayman Islands,CYM,"International tourism, number of arrivals",ST.INT.ARVL,1044000.0,1173000.0,1248000.0,1275000.0,1431000.0,1385000.0,1549000.0,1878000.0,2113000.0,1953000.0,1967000.0,2197000.0,2008000.0,1856000.0,1792000.0,1886000.0,1710000.0,1829000.0,1721000.0,1993000.0,2102000.0,2097000.0,2147000.0,2384000.0,2334000.0,660000.0
Cyprus,CYP,"International tourism, number of arrivals",ST.INT.ARVL,2253000.0,2089000.0,2194000.0,2357000.0,2578000.0,2912000.0,2841000.0,2495000.0,2416000.0,2478000.0,2657000.0,2629000.0,2671000.0,2631000.0,2370000.0,2450000.0,2626000.0,2635000.0,2626000.0,2558000.0,2780000.0,3286000.0,3750000.0,4024000.0,4117000.0,
Czechia,CZE,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,20108000.0,23808000.0,24747000.0,25102000.0,22625000.0,21850000.0,23285000.0,21941000.0,22810000.0,25750000.0,26332000.0,27166000.0,29604000.0,32519000.0,34701000.0,36268000.0,37202000.0,
Germany,DEU,"International tourism, number of arrivals",ST.INT.ARVL,14847000.0,15205000.0,15837000.0,16511000.0,17116000.0,18983000.0,17861000.0,17969000.0,18399000.0,20137000.0,21500000.0,23569000.0,24421000.0,24884000.0,24220000.0,26875000.0,28374000.0,30411000.0,31545000.0,32999000.0,34970000.0,35555000.0,37452000.0,38881000.0,39563000.0,12449000.0
Djibouti,DJI,"International tourism, number of arrivals",ST.INT.ARVL,21000.0,20000.0,20000.0,21000.0,21000.0,20100.00038,21600.00038,22500.0,23200.00076,26299.99924,30200.00076,39500.0,40000.0,54000.0,58000.0,51000.0,56000.0,60000.0,63000.0,,,,,,,
Dominica,DMA,"International tourism, number of arrivals",ST.INT.ARVL,203000.0,261000.0,299000.0,312000.0,280000.0,312000.0,276000.0,208000.0,254000.0,466000.0,381000.0,465000.0,437000.0,468000.0,608000.0,595000.0,418000.0,348000.0,311000.0,370000.0,358000.0,356000.0,230000.0,199000.0,322000.0,140000.0
Denmark,DNK,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,21119000.0,22054000.0,26927000.0,26936000.0,27138000.0,26870000.0,26571000.0,26730000.0,25811000.0,26402000.0,26516000.0,28070000.0,28209000.0,28692000.0,30736000.0,30801000.0,33093000.0,15595000.0
Dominican Republic,DOM,"International tourism, number of arrivals",ST.INT.ARVL,1806000.0,2037000.0,2482000.0,2702000.0,2932000.0,3161000.0,3090000.0,3058000.0,3680000.0,3907000.0,3981000.0,4268000.0,4365000.0,4455000.0,4489000.0,4478000.0,4654000.0,4901000.0,5114000.0,5576000.0,6129000.0,6769000.0,7296000.0,7551000.0,7550000.0,2748000.0
Algeria,DZA,"International tourism, number of arrivals",ST.INT.ARVL,520000.0,605000.0,635000.0,678000.0,749000.0,866000.0,901000.0,988000.0,1166000.0,1234000.0,1443000.0,1638000.0,1743000.0,1772000.0,1912000.0,2070000.0,2395000.0,2634000.0,2733000.0,2301000.0,1710000.0,2039000.0,2451000.0,2657000.0,2371000.0,591000.0
East Asia & Pacific (excluding high income),EAP,"International tourism, number of arrivals",ST.INT.ARVL,70697672.63,77174405.75,83285870.56,88453859.68,101735448.3,116409725.6,125452248.3,136489562.5,125706247.6,152728066.4,165948098.2,174721883.5,188386803.7,188916100.2,186368423.3,200103460.8,208057749.3,211756290.5,217301338.5,219499632.7,232372388.2,246129470.4,267094231.8,281129641.0,292842169.4,
Early-demographic dividend,EAR,"International tourism, number of arrivals",ST.INT.ARVL,163202805.6,170263612.5,174864014.9,177703744.6,181005514.4,190532159.7,184896885.3,190886934.7,186159242.8,208858479.3,220351005.2,222512638.3,237447686.6,253965565.9,245231108.2,260218031.2,251178036.0,266770386.7,276291315.7,298030473.7,305091375.5,301876958.5,326787964.8,350576700.2,369336988.9,
East Asia & Pacific,EAS,"International tourism, number of arrivals",ST.INT.ARVL,112957455.3,124181141.8,127838206.1,130699434.2,147606095.0,168455262.8,178795259.5,194873220.6,180513147.2,224750642.9,243811863.6,259502080.9,283352757.1,281400380.9,276931048.2,306945190.1,324630664.8,341731569.3,359795035.6,378067655.5,395583346.1,422310009.8,449587158.6,480202482.1,490804002.1,
Europe & Central Asia (excluding high income),ECA,"International tourism, number of arrivals",ST.INT.ARVL,41254640.85,47928374.34,60730926.75,53958382.99,53587391.31,61157451.51,63741444.7,69761846.86,73537448.52,83794261.44,92511429.35,95695880.82,113529421.7,123903647.8,115245401.6,119087288.4,132498762.1,142150827.9,151065267.8,140838191.8,142759135.2,134101499.9,149456827.8,169084765.5,180880471.5,
Europe & Central Asia,ECS,"International tourism, number of arrivals",ST.INT.ARVL,610098798.4,647080737.7,685140036.4,695696268.6,706815710.7,746290155.9,714973123.4,723771886.8,736933750.1,784677456.1,815823430.7,854328332.1,883815853.7,884795564.2,854438373.7,869779367.1,918783439.7,944560917.6,980013821.1,997036505.3,1026805426.0,1055431735.0,1112981075.0,1157868195.0,1199188499.0,
Ecuador,ECU,"International tourism, number of arrivals",ST.INT.ARVL,440000.0,494000.0,529000.0,511000.0,518000.0,627000.0,641000.0,683000.0,761000.0,819000.0,860000.0,841000.0,937000.0,1005000.0,968000.0,1047000.0,1141000.0,1272000.0,1364000.0,1695000.0,1676000.0,1569000.0,1806000.0,2535000.0,2108000.0,
"Egypt, Arab Rep.",EGY,"International tourism, number of arrivals",ST.INT.ARVL,3133000.0,3896000.0,3961000.0,3454000.0,4797000.0,5506000.0,4648000.0,5192000.0,6044000.0,8104000.0,8608000.0,9083000.0,11091000.0,12835000.0,12536000.0,14731000.0,9845000.0,11532000.0,9464000.0,9878000.0,9328000.0,5399000.0,8292000.0,11346000.0,13026000.0,
Euro area,EMU,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,453619920.7,462527032.5,489625062.8,494727795.3,495768984.0,483880961.1,491730015.7,514734250.2,520092217.3,539066000.0,555108000.0,571048000.0,590598000.0,617852000.0,638607601.6,655573447.5,
Eritrea,ERI,"International tourism, number of arrivals",ST.INT.ARVL,315000.0,417000.0,410000.0,188000.0,57000.0,70000.0,113000.0,101000.0,80000.0,87000.0,83000.0,78000.0,81000.0,70000.0,79000.0,84000.0,107000.0,129000.0,141000.0,119000.0,114000.0,142000.0,,,,
Spain,ESP,"International tourism, number of arrivals",ST.INT.ARVL,52460000.0,55077000.0,62415000.0,68068000.0,72040000.0,74580000.0,75564000.0,79313000.0,82326000.0,85981000.0,92563000.0,96152000.0,98907000.0,97670000.0,91899000.0,93744000.0,99187000.0,98128000.0,103231000.0,107144000.0,109834000.0,115561000.0,121717000.0,124456000.0,126170000.0,36410000.0
Estonia,EST,"International tourism, number of arrivals",ST.INT.ARVL,2111000.0,2444000.0,2618000.0,2909000.0,3181000.0,3310000.0,3230000.0,3253000.0,3378000.0,,,,,3828000.0,3834000.0,4369000.0,4907000.0,5007000.0,5737000.0,5804000.0,5696000.0,5942000.0,6145000.0,6033000.0,6103000.0,1695000.0
Ethiopia,ETH,"International tourism, number of arrivals",ST.INT.ARVL,103000.0,109000.0,139000.0,112000.0,115000.0,136000.0,148000.0,156000.0,180000.0,184000.0,227000.0,330000.0,358000.0,383000.0,427000.0,468000.0,523000.0,597000.0,681000.0,770000.0,864000.0,871000.0,933000.0,849000.0,812000.0,518000.0
European Union,EUU,"International tourism, number of arrivals",ST.INT.ARVL,543501922.2,568078351.5,592858234.9,608641365.8,622202305.7,650173237.9,616082121.2,615268114.3,625662233.1,658492799.3,678884822.4,711022667.3,723200887.8,717085325.8,695775047.7,708410742.4,743016204.7,759681881.5,784371000.0,809619000.0,835937000.0,870371000.0,910869000.0,938485601.6,968873375.3,
Fragile and conflict affected situations,FCS,"International tourism, number of arrivals",ST.INT.ARVL,10765834.62,11567238.48,10978637.34,11908732.39,12500227.58,13329949.62,14607271.61,16446497.16,17350162.91,19975986.0,20088164.79,21663574.55,25383279.85,29047239.13,31567087.21,36919296.57,30416045.12,32472105.73,33260753.94,,,,,,,
Finland,FIN,"International tourism, number of arrivals",ST.INT.ARVL,1779000.0,1724000.0,1832000.0,2644000.0,2454000.0,2714000.0,2826000.0,2875000.0,2601000.0,2840000.0,3140000.0,3375000.0,3519000.0,3583000.0,3423000.0,3670000.0,4192000.0,4226000.0,2797000.0,2731000.0,2622000.0,2789000.0,3180000.0,3224000.0,3290000.0,896000.0
Fiji,FJI,"International tourism, number of arrivals",ST.INT.ARVL,476000.0,534000.0,547000.0,499000.0,544000.0,434000.0,446000.0,461000.0,451000.0,513000.0,547000.0,,542000.0,627000.0,605000.0,692000.0,734000.0,741000.0,769000.0,781000.0,869000.0,963000.0,1027000.0,1058000.0,969000.0,168000.0
France,FRA,"International tourism, number of arrivals",ST.INT.ARVL,,148263000.0,157551000.0,,,,,,,190282000.0,185829000.0,193882000.0,193319000.0,193571000.0,192369000.0,189826000.0,196595000.0,197522000.0,204410000.0,206599000.0,203302000.0,203042000.0,207274000.0,211998000.0,217877000.0,117109000.0
Faroe Islands,FRO,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"International tourism, number of arrivals",ST.INT.ARVL,,17600.00038,17200.00076,13399.99962,16100.00038,20500.0,15300.00019,19100.00038,18200.00076,19299.99924,19000.0,19100.00038,21100.00038,25700.00076,47500.0,44700.00076,35400.00153,38299.99924,42099.99847,35400.00153,31200.00076,29600.00038,,19200.00076,18000.0,
Gabon,GAB,"International tourism, number of arrivals",ST.INT.ARVL,203000.0,217000.0,247000.0,274000.0,262000.0,230000.0,236000.0,269000.0,234000.0,351000.0,526000.0,,,,,,,,,,,,,,,
United Kingdom,GBR,"International tourism, number of arrivals",ST.INT.ARVL,23537000.0,25163000.0,25515000.0,25745000.0,25394000.0,25209000.0,22835000.0,24180000.0,24715000.0,27755000.0,29970000.0,32713000.0,32778000.0,31888000.0,31072000.0,30398000.0,31886000.0,32221000.0,33567000.0,35337000.0,36792000.0,39129000.0,41080000.0,40283000.0,40857000.0,11101000.0
Georgia,GEO,"International tourism, number of arrivals",ST.INT.ARVL,85000.0,117000.0,313000.0,317000.0,384000.0,387000.0,302000.0,298000.0,313000.0,368000.0,560000.0,983000.0,1052000.0,1290000.0,1500000.0,2032000.0,2712000.0,4106000.0,4954000.0,5004000.0,5256000.0,5393000.0,6483000.0,7203000.0,7726000.0,1513000.0
